CustomerID,TotalOrders,TotalQuantity,TotalSpent,Recency,Cluster,Segment
12474.0,18,4847,7375.79,16,3,At Risk Customers
12475.0,1,535,723.38,53,0,Premium Customers
12476.0,11,2408,6816.42,15,0,Premium Customers
12477.0,6,3653,13219.74,22,0,Premium Customers
12478.0,1,236,680.99,3,0,Premium Customers
12479.0,1,385,527.2,10,0,Premium Customers
12480.0,4,1707,3281.63,27,0,Premium Customers
12481.0,10,3304,5596.32,22,0,Premium Customers
12483.0,8,1110,2484.98,16,0,Premium Customers
12484.0,6,2191,4541.72,32,0,Premium Customers
12488.0,3,529,1298.66,9,0,Premium Customers
12489.0,1,105,334.93,335,1,Regular Customers
12490.0,10,3064,5417.93,4,0,Premium Customers
12491.0,1,260,460.40000000000003,38,0,Premium Customers
12492.0,2,192,263.21000000000004,62,0,Premium Customers
12493.0,2,207,433.74,165,1,Regular Customers
12494.0,7,707,1246.1000000000001,15,0,Premium Customers
12497.0,1,1236,1043.1,81,0,Premium Customers
12498.0,3,159,403.70000000000005,20,0,Premium Customers
12500.0,11,2678,4257.82,22,0,Premium Customers
12501.0,1,1783,2169.39,336,1,Regular Customers
12502.0,5,820,3723.87,95,0,Premium Customers
12504.0,2,90,482.04999999999995,17,0,Premium Customers
12506.0,1,23,73.5,232,1,Regular Customers
12507.0,3,894,1304.81,133,0,Premium Customers
12508.0,2,272,398.27,25,0,Premium Customers
12509.0,1,55,176.5,283,1,Regular Customers
12510.0,2,353,982.5699999999999,142,0,Premium Customers
12512.0,2,99,138.03,65,0,Premium Customers
12513.0,1,462,612.29,112,0,Premium Customers
12514.0,1,440,1017.68,266,1,Regular Customers
12515.0,1,131,383.7,352,1,Regular Customers
12516.0,2,875,1312.06,77,0,Premium Customers
12517.0,5,1371,2502.84,27,0,Premium Customers
12518.0,5,1318,2056.89,0,0,Premium Customers
12519.0,1,183,340.84,63,0,Premium Customers
12520.0,5,1439,2634.26,78,0,Premium Customers
12521.0,1,309,599.68,142,1,Regular Customers
12522.0,2,194,192.72,38,0,Premium Customers
12523.0,11,865,1789.77,18,0,Premium Customers
12524.0,8,3699,4485.72,8,0,Premium Customers
12526.0,3,632,1316.66,0,0,Premium Customers
12527.0,3,234,348.71000000000004,81,0,Premium Customers
12528.0,6,756,1933.48,8,0,Premium Customers
12530.0,4,913,1662.28,59,0,Premium Customers
12531.0,1,45,125.22,14,0,Premium Customers
12532.0,1,153,349.83000000000004,29,0,Premium Customers
12534.0,1,651,1089.18,130,0,Premium Customers
12535.0,2,219,716.35,91,0,Premium Customers
12536.0,3,2803,12601.830000000002,42,0,Premium Customers
12538.0,1,191,363.95,28,0,Premium Customers
12539.0,4,2067,5568.35,21,0,Premium Customers
12540.0,17,6685,13400.24,19,3,At Risk Customers
12541.0,3,680,981.18,29,0,Premium Customers
12544.0,1,136,372.7,35,0,Premium Customers
12545.0,2,523,1000.39,74,0,Premium Customers
12546.0,2,633,1161.5,46,0,Premium Customers
12547.0,2,134,207.79999999999998,197,1,Regular Customers
12548.0,1,49,95.19999999999999,165,1,Regular Customers
12550.0,1,569,964.83,78,0,Premium Customers
12551.0,1,100,168.0,357,1,Regular Customers
12552.0,2,88,437.82,38,0,Premium Customers
12553.0,10,1965,3692.28,7,0,Premium Customers
12556.0,2,358,603.71,49,0,Premium Customers
12557.0,5,4384,11990.960000000001,15,0,Premium Customers
12558.0,1,196,269.96,7,0,Premium Customers
12559.0,2,283,561.71,310,1,Regular Customers
12560.0,3,1110,2134.01,4,0,Premium Customers
12561.0,1,177,238.85,302,1,Regular Customers
12562.0,7,1779,3781.7400000000002,7,0,Premium Customers
12564.0,1,133,456.9,260,1,Regular Customers
12565.0,1,80,145.92,288,1,Regular Customers
12566.0,1,265,351.65,85,0,Premium Customers
12567.0,10,4305,9401.28,22,0,Premium Customers
12569.0,32,1801,4124.69,1,3,At Risk Customers
12571.0,2,523,519.61,39,0,Premium Customers
12572.0,2,452,1020.42,8,0,Premium Customers
12573.0,1,84,160.54000000000002,226,1,Regular Customers
12574.0,1,61,218.45,315,1,Regular Customers
12576.0,5,967,1315.83,35,0,Premium Customers
12577.0,3,472,657.8,34,0,Premium Customers
12578.0,2,1196,2794.51,20,0,Premium Customers
12579.0,1,285,440.42,77,0,Premium Customers
12580.0,1,238,415.7,246,1,Regular Customers
12581.0,1,161,197.71,39,0,Premium Customers
12582.0,2,300,511.36,238,1,Regular Customers
12583.0,15,5060,7281.38,2,3,At Risk Customers
12584.0,9,416,2338.15,3,0,Premium Customers
12585.0,2,1279,2040.1,233,1,Regular Customers
12586.0,1,79,196.94000000000003,16,0,Premium Customers
12587.0,1,51,144.0,7,0,Premium Customers
12588.0,1,53,214.89999999999998,38,0,Premium Customers
12589.0,2,306,646.68,28,0,Premium Customers
12590.0,2,4283,9864.26,210,1,Regular Customers
12591.0,1,228,452.84999999999997,316,1,Regular Customers
12592.0,2,290,437.6,91,0,Premium Customers
12593.0,3,206,418.09999999999997,108,0,Premium Customers
12594.0,10,1777,3338.2200000000003,37,0,Premium Customers
12596.0,2,474,618.27,50,0,Premium Customers
12597.0,4,2236,3811.22,18,0,Premium Customers
12598.0,8,1964,3023.08,9,0,Premium Customers
12599.0,7,956,1032.58,28,0,Premium Customers
12600.0,10,774,2599.04,28,0,Premium Customers
12601.0,5,245,577.0600000000001,189,1,Regular Customers
12602.0,1,162,153.12,58,0,Premium Customers
12603.0,1,63,739.1999999999999,21,0,Premium Customers
12604.0,2,201,254.18,78,0,Premium Customers
12607.0,1,1228,1579.51,59,0,Premium Customers
12609.0,3,648,1126.85,77,0,Premium Customers
12610.0,5,1049,2099.54,22,0,Premium Customers
12611.0,1,846,1193.32,51,0,Premium Customers
12612.0,1,262,704.0400000000001,73,0,Premium Customers
12613.0,5,1644,3344.38,56,0,Premium Customers
12614.0,1,76,315.6,277,1,Regular Customers
12615.0,4,1376,2291.19,1,0,Premium Customers
12616.0,2,284,713.3,94,0,Premium Customers
12617.0,1,213,355.53,28,0,Premium Customers
12618.0,1,96,177.31,21,0,Premium Customers
12619.0,9,3378,3641.24,15,0,Premium Customers
12620.0,3,1181,1339.41,14,0,Premium Customers
12621.0,20,7440,13689.67,1,3,At Risk Customers
12622.0,1,69,180.1,231,1,Regular Customers
12623.0,1,191,305.1,275,1,Regular Customers
12624.0,2,355,641.13,105,0,Premium Customers
12625.0,2,1612,2683.82,211,1,Regular Customers
12626.0,9,3453,6620.48,22,0,Premium Customers
12627.0,7,2752,4478.53,10,0,Premium Customers
12628.0,3,448,786.46,3,0,Premium Customers
12630.0,2,548,1270.88,9,0,Premium Customers
12631.0,1,236,640.5,56,0,Premium Customers
12633.0,4,1162,2163.98,58,0,Premium Customers
12635.0,2,1172,1689.18,89,0,Premium Customers
12637.0,8,3002,6021.9,66,0,Premium Customers
12638.0,1,577,671.69,32,0,Premium Customers
12639.0,1,201,486.1,238,1,Regular Customers
12640.0,3,311,1174.58,23,0,Premium Customers
12641.0,1,72,185.9,114,0,Premium Customers
12642.0,3,552,1013.26,24,0,Premium Customers
12643.0,6,1808,3344.64,127,0,Premium Customers
12644.0,1,325,477.91,129,0,Premium Customers
12645.0,4,1084,1775.18,33,0,Premium Customers
12646.0,2,897,1346.97,4,0,Premium Customers
12647.0,12,1431,3722.82,21,0,Premium Customers
12648.0,1,160,318.05,154,1,Regular Customers
12649.0,3,586,623.51,106,0,Premium Customers
12650.0,1,254,314.44,2,0,Premium Customers
12651.0,1,78,114.0,334,1,Regular Customers
12652.0,1,505,919.98,330,1,Regular Customers
12653.0,2,919,2209.85,148,1,Regular Customers
12654.0,5,264,601.98,10,0,Premium Customers
12656.0,5,1723,4051.17,16,0,Premium Customers
12657.0,4,1044,1643.18,10,0,Premium Customers
12658.0,1,320,686.05,18,0,Premium Customers
12659.0,1,105,91.68,29,0,Premium Customers
12660.0,1,127,245.1,10,0,Premium Customers
12662.0,11,2058,3849.78,0,0,Premium Customers
12664.0,9,1203,4881.88,7,0,Premium Customers
12665.0,1,37,63.0,324,1,Regular Customers
12667.0,1,395,620.13,57,0,Premium Customers
12668.0,4,1634,3807.15,11,0,Premium Customers
12669.0,3,1115,2744.0299999999997,150,1,Regular Customers
12670.0,5,1397,2996.05,9,0,Premium Customers
12672.0,1,78,225.89999999999998,329,1,Regular Customers
12673.0,2,351,610.52,4,0,Premium Customers
12674.0,4,1133,1970.6,38,0,Premium Customers
12676.0,6,670,1331.39,24,0,Premium Customers
12678.0,12,10923,17628.46,41,3,At Risk Customers
12679.0,4,554,1113.02,58,0,Premium Customers
12680.0,4,443,862.81,0,0,Premium Customers
12681.0,22,7536,13787.54,14,3,At Risk Customers
12682.0,31,5575,12288.22,3,3,At Risk Customers
12683.0,15,4987,8476.57,3,3,At Risk Customers
12684.0,7,1985,2283.63,7,0,Premium Customers
12685.0,6,1523,2863.08,27,0,Premium Customers
12686.0,1,107,89.14,371,1,Regular Customers
12688.0,1,3028,4873.8099999999995,113,0,Premium Customers
12689.0,2,628,1247.61,25,0,Premium Customers
12690.0,1,106,389.01,205,1,Regular Customers
12691.0,6,394,1035.8,27,0,Premium Customers
12693.0,4,255,855.91,126,0,Premium Customers
12694.0,2,509,869.67,69,0,Premium Customers
12695.0,4,220,582.1,6,0,Premium Customers
12697.0,3,508,957.59,28,0,Premium Customers
12700.0,4,2967,4939.99,7,0,Premium Customers
12701.0,2,678,797.71,79,0,Premium Customers
12702.0,1,53,219.0,19,0,Premium Customers
12703.0,1,164,283.55,70,0,Premium Customers
12704.0,8,1006,2340.84,6,0,Premium Customers
12705.0,9,3997,6868.29,14,0,Premium Customers
12707.0,1,256,603.42,291,1,Regular Customers
12708.0,10,1307,2712.91,29,0,Premium Customers
12709.0,15,3936,9736.52,14,3,At Risk Customers
12710.0,3,851,1149.02,96,0,Premium Customers
12712.0,13,1062,4396.13,28,0,Premium Customers
12713.0,1,508,848.55,0,0,Premium Customers
12714.0,5,3069,4708.86,8,0,Premium Customers
12715.0,1,197,353.86,105,0,Premium Customers
12716.0,2,708,1053.49,3,0,Premium Customers
12717.0,2,506,1030.98,150,1,Regular Customers
12718.0,1,203,238.25,70,0,Premium Customers
12719.0,2,374,644.95,4,0,Premium Customers
12720.0,25,4672,5781.73,2,3,At Risk Customers
12721.0,6,1959,2656.13,31,0,Premium Customers
12722.0,4,566,997.63,84,0,Premium Customers
12723.0,5,434,725.07,3,0,Premium Customers
12724.0,4,445,1031.41,4,0,Premium Customers
12725.0,1,164,427.8,370,1,Regular Customers
12726.0,7,3143,2609.1,27,0,Premium Customers
12727.0,7,2098,3980.7,10,0,Premium Customers
12728.0,4,419,836.33,70,0,Premium Customers
12729.0,1,233,453.01,113,0,Premium Customers
12731.0,12,8437,18895.91,23,3,At Risk Customers
12732.0,1,111,236.26000000000002,179,1,Regular Customers
12733.0,1,137,383.95,233,1,Regular Customers
12734.0,1,88,110.39999999999999,352,1,Regular Customers
12735.0,2,368,779.5699999999999,314,1,Regular Customers
12736.0,1,173,234.0,332,1,Regular Customers
12738.0,1,148,155.35,371,1,Regular Customers
12739.0,2,486,1013.04,77,0,Premium Customers
12740.0,1,342,427.6,63,0,Premium Customers
12743.0,2,319,546.43,133,0,Premium Customers
12744.0,7,5241,21279.29,51,3,At Risk Customers
12747.0,11,1275,4196.01,1,0,Premium Customers
12748.0,209,25747,33719.73,0,2,Occasional Customers
12749.0,5,1471,4090.88,3,0,Premium Customers
12750.0,1,137,275.88,128,0,Premium Customers
12752.0,1,2262,4366.78,80,0,Premium Customers
12753.0,6,11421,21429.39,22,0,Premium Customers
12754.0,3,6481,3010.74,235,1,Regular Customers
12755.0,2,1491,3811.95,280,1,Regular Customers
12756.0,1,144,112.07999999999998,86,0,Premium Customers
12757.0,13,2402,7857.1,15,3,At Risk Customers
12758.0,2,2135,2791.59,116,0,Premium Customers
12759.0,3,902,1531.44,51,0,Premium Customers
12762.0,2,1227,1898.52,7,0,Premium Customers
12763.0,2,316,494.08,137,0,Premium Customers
12764.0,1,386,1693.88,316,1,Regular Customers
12766.0,7,3646,6989.63,3,0,Premium Customers
12769.0,1,356,1143.6,238,1,Regular Customers
12770.0,1,743,1351.45,210,1,Regular Customers
12772.0,1,556,892.47,59,0,Premium Customers
12775.0,5,877,1386.04,16,0,Premium Customers
12778.0,6,825,822.23,19,0,Premium Customers
12779.0,8,2024,3981.36,37,0,Premium Customers
12781.0,2,671,826.74,63,0,Premium Customers
12782.0,5,1086,2330.92,4,0,Premium Customers
12783.0,6,624,2225.91,1,0,Premium Customers
12784.0,2,300,574.42,8,0,Premium Customers
12785.0,1,131,311.95,363,1,Regular Customers
12787.0,3,261,463.66,9,0,Premium Customers
12789.0,1,4,91.85,64,0,Premium Customers
12790.0,1,166,324.92,191,1,Regular Customers
12791.0,1,97,192.60000000000002,373,1,Regular Customers
12792.0,1,217,400.53999999999996,256,1,Regular Customers
12793.0,2,295,545.48,334,1,Regular Customers
12794.0,2,592,860.41,52,0,Premium Customers
12795.0,1,68,430.48,18,0,Premium Customers
12797.0,1,118,254.03,365,1,Regular Customers
12798.0,3,5256,6977.04,9,0,Premium Customers
12802.0,1,314,427.58,186,1,Regular Customers
12808.0,3,188,483.65000000000003,36,0,Premium Customers
12809.0,1,220,489.31,177,1,Regular Customers
12811.0,3,230,514.85,260,1,Regular Customers
12812.0,1,164,229.64000000000001,44,0,Premium Customers
12814.0,1,49,125.92,101,0,Premium Customers
12815.0,2,379,1063.46,147,1,Regular Customers
12816.0,2,128,572.2,95,0,Premium Customers
12817.0,1,53,166.04,280,1,Regular Customers
12818.0,1,929,1542.08,261,1,Regular Customers
12820.0,4,722,942.34,2,0,Premium Customers
12821.0,1,70,92.72,213,1,Regular Customers
12822.0,2,550,948.88,70,0,Premium Customers
12823.0,5,230,1759.5,74,0,Premium Customers
12824.0,1,232,397.12,59,0,Premium Customers
12826.0,7,1058,1474.72,2,0,Premium Customers
12827.0,3,197,430.15000000000003,5,0,Premium Customers
12828.0,6,494,1018.71,2,0,Premium Customers
12829.0,2,376,293.0,336,1,Regular Customers
12830.0,6,9848,6814.64,37,0,Premium Customers
12831.0,1,135,215.05,261,1,Regular Customers
12832.0,2,195,383.03,31,0,Premium Customers
12833.0,1,156,417.38,144,1,Regular Customers
12834.0,1,110,312.38,282,1,Regular Customers
12836.0,4,1064,2612.86,58,0,Premium Customers
12837.0,1,24,134.1,172,1,Regular Customers
12838.0,2,359,683.13,33,0,Premium Customers
12839.0,14,3807,5591.42,2,3,At Risk Customers
12840.0,4,1511,2726.77,143,0,Premium Customers
12841.0,25,2757,4022.35,4,3,At Risk Customers
12842.0,2,547,1118.99,69,0,Premium Customers
12843.0,8,781,1702.26,65,0,Premium Customers
12844.0,2,125,325.96000000000004,28,0,Premium Customers
12845.0,4,204,354.09,266,1,Regular Customers
12847.0,1,909,871.54,21,0,Premium Customers
12849.0,2,623,1050.8899999999999,30,0,Premium Customers
12851.0,1,109,135.18,96,0,Premium Customers
12852.0,1,149,311.55,294,1,Regular Customers
12853.0,6,800,1957.1000000000001,134,0,Premium Customers
12854.0,3,627,1324.5,78,0,Premium Customers
12855.0,1,30,38.1,372,1,Regular Customers
12856.0,6,1079,2179.93,7,0,Premium Customers
12857.0,2,343,1106.4,210,1,Regular Customers
12863.0,1,188,521.2,51,0,Premium Customers
12864.0,1,216,147.12,137,0,Premium Customers
12865.0,2,925,1568.23,25,0,Premium Customers
12866.0,1,171,559.12,282,1,Regular Customers
12867.0,7,4298,4036.82,25,0,Premium Customers
12868.0,6,928,1607.0600000000002,185,1,Regular Customers
12871.0,2,200,380.64,83,0,Premium Customers
12872.0,2,319,599.97,326,1,Regular Customers
12873.0,1,128,374.0,281,1,Regular Customers
12875.0,2,2019,343.2300000000001,142,0,Premium Customers
12876.0,2,1941,2218.02,57,0,Premium Customers
12877.0,12,1178,1535.77,3,0,Premium Customers
12878.0,2,547,854.99,235,1,Regular Customers
12879.0,3,370,573.22,44,0,Premium Customers
12881.0,1,21,298.0,275,1,Regular Customers
12882.0,2,246,1463.04,8,0,Premium Customers
12883.0,4,196,703.47,24,0,Premium Customers
12884.0,1,43,309.05,87,0,Premium Customers
12885.0,3,655,1175.22,62,0,Premium Customers
12886.0,2,770,1378.4,67,0,Premium Customers
12888.0,2,76,354.12,213,1,Regular Customers
12890.0,1,259,380.46999999999997,23,0,Premium Customers
12891.0,3,950,331.0,185,1,Regular Customers
12893.0,1,96,188.14,30,0,Premium Customers
12895.0,2,210,372.8,41,0,Premium Customers
12897.0,2,110,216.5,204,1,Regular Customers
12901.0,28,23075,17654.54,8,3,At Risk Customers
12902.0,1,66,138.68,264,1,Regular Customers
12904.0,2,302,509.58,17,0,Premium Customers
12906.0,5,1749,2919.81,11,0,Premium Customers
12908.0,2,1200,750.0,175,1,Regular Customers
12909.0,5,1280,2178.67,39,0,Premium Customers
12910.0,8,1692,3075.04,22,0,Premium Customers
12912.0,5,670,1662.3,2,0,Premium Customers
12913.0,5,1419,2483.63,4,0,Premium Customers
12915.0,2,93,363.65,148,1,Regular Customers
12916.0,4,1119,3006.15,138,0,Premium Customers
12917.0,1,120,594.0,127,0,Premium Customers
12919.0,6,673,1335.19,7,0,Premium Customers
12920.0,1,129,164.23,16,0,Premium Customers
12921.0,37,9526,16587.09,8,3,At Risk Customers
12922.0,1,370,405.38,160,1,Regular Customers
12923.0,1,69,176.97,63,0,Premium Customers
12924.0,4,481,933.7,87,0,Premium Customers
12925.0,2,541,694.05,4,0,Premium Customers
12928.0,5,1472,2062.7000000000003,34,0,Premium Customers
12929.0,1,37,117.85,311,1,Regular Customers
12930.0,2,252,415.8,77,0,Premium Customers
12931.0,15,28004,42055.96,21,3,At Risk Customers
12933.0,3,499,607.53,23,0,Premium Customers
12935.0,7,1853,2160.7,1,0,Premium Customers
12936.0,4,559,1063.9,16,0,Premium Customers
12937.0,4,1007,1504.27,14,0,Premium Customers
12938.0,1,140,114.14,25,0,Premium Customers
12939.0,8,4876,11581.8,63,0,Premium Customers
12940.0,2,411,913.54,54,0,Premium Customers
12942.0,3,203,683.9,130,0,Premium Customers
12944.0,2,289,604.51,35,0,Premium Customers
12945.0,1,165,462.95,287,1,Regular Customers
12947.0,6,1165,1603.99,143,0,Premium Customers
12948.0,7,1080,2064.95,15,0,Premium Customers
12949.0,8,2381,4167.22,30,0,Premium Customers
12950.0,3,1380,1843.0,1,0,Premium Customers
12951.0,6,503,1064.07,8,0,Premium Customers
12952.0,4,653,1387.79,5,0,Premium Customers
12953.0,1,84,329.85,9,0,Premium Customers
12955.0,11,3664,4757.16,0,0,Premium Customers
12956.0,1,34,108.07,305,1,Regular Customers
12957.0,8,2549,4017.54,9,0,Premium Customers
12962.0,2,129,266.39,6,0,Premium Customers
12963.0,8,881,1856.63,7,0,Premium Customers
12965.0,1,283,771.91,88,0,Premium Customers
12966.0,1,75,160.18,9,0,Premium Customers
12967.0,2,438,1660.9,357,1,Regular Customers
12968.0,1,73,135.95,111,0,Premium Customers
12970.0,4,310,452.24,6,0,Premium Customers
12971.0,86,9289,11189.91,3,3,At Risk Customers
12974.0,1,24,144.8,197,1,Regular Customers
12976.0,1,561,738.6,211,1,Regular Customers
12977.0,1,12,39.239999999999995,155,1,Regular Customers
12980.0,9,886,7374.900000000001,157,0,Premium Customers
12981.0,2,242,372.21999999999997,29,0,Premium Customers
12982.0,1,288,390.54,242,1,Regular Customers
12984.0,1,26,97.5,18,0,Premium Customers
12985.0,2,1533,1239.38,0,0,Premium Customers
12987.0,2,219,558.7,73,0,Premium Customers
12988.0,1,136,535.32,291,1,Regular Customers
12989.0,15,2943,6924.110000000001,2,3,At Risk Customers
12990.0,3,200,409.5,30,0,Premium Customers
12991.0,2,405,503.76,22,0,Premium Customers
12993.0,4,240,414.76,22,0,Premium Customers
12994.0,3,459,974.4200000000001,3,0,Premium Customers
12995.0,1,108,211.32,84,0,Premium Customers
12997.0,4,664,1226.89,21,0,Premium Customers
12999.0,3,342,455.88,195,1,Regular Customers
13000.0,3,379,534.85,106,0,Premium Customers
13001.0,13,5505,9818.82,3,3,At Risk Customers
13002.0,1,73,120.94999999999999,317,1,Regular Customers
13003.0,3,103,149.05,105,0,Premium Customers
13004.0,18,4822,5655.91,11,3,At Risk Customers
13005.0,2,172,513.7,173,1,Regular Customers
13006.0,1,55,81.57,55,0,Premium Customers
13008.0,1,175,229.46999999999997,322,1,Regular Customers
13011.0,1,13,50.550000000000004,371,1,Regular Customers
13012.0,8,824,1661.8400000000001,8,0,Premium Customers
13013.0,13,2224,4810.9400000000005,0,0,Premium Customers
13014.0,10,905,3466.2799999999997,10,0,Premium Customers
13015.0,5,1617,3346.28,52,0,Premium Customers
13016.0,3,527,789.89,72,0,Premium Customers
13017.0,1,48,204.0,6,0,Premium Customers
13018.0,28,5435,7277.7,15,3,At Risk Customers
13021.0,9,1352,2616.38,3,0,Premium Customers
13023.0,2,286,689.9,63,0,Premium Customers
13026.0,5,1620,975.36,0,0,Premium Customers
13027.0,6,17280,6912.0,113,0,Premium Customers
13028.0,2,798,661.3199999999999,22,0,Premium Customers
13029.0,3,134,1247.5,30,0,Premium Customers
13030.0,2,394,799.48,10,0,Premium Customers
13032.0,2,375,1010.18,51,0,Premium Customers
13033.0,1,83,190.55,356,1,Regular Customers
13034.0,2,369,642.77,54,0,Premium Customers
13035.0,2,644,921.88,73,0,Premium Customers
13037.0,3,431,881.07,137,0,Premium Customers
13038.0,3,360,908.46,79,0,Premium Customers
13040.0,2,355,676.99,8,0,Premium Customers
13043.0,1,254,516.42,272,1,Regular Customers
13044.0,1,429,560.47,290,1,Regular Customers
13045.0,1,221,305.28000000000003,98,0,Premium Customers
13046.0,2,264,629.31,30,0,Premium Customers
13047.0,10,1391,3237.54,31,0,Premium Customers
13048.0,4,1238,1835.91,13,0,Premium Customers
13049.0,2,268,656.6800000000001,63,0,Premium Customers
13050.0,17,3748,5836.86,14,3,At Risk Customers
13052.0,1,222,348.15000000000003,211,1,Regular Customers
13055.0,3,894,1214.41,77,0,Premium Customers
13058.0,3,52,271.40000000000003,24,0,Premium Customers
13059.0,1,35,183.4,249,1,Regular Customers
13060.0,1,123,307.53,253,1,Regular Customers
13061.0,1,107,248.61,71,0,Premium Customers
13062.0,1,343,346.98,190,1,Regular Customers
13064.0,4,516,1119.49,12,0,Premium Customers
13065.0,1,74,205.86,372,1,Regular Customers
13066.0,2,322,470.8,23,0,Premium Customers
13067.0,1,32,115.46000000000001,81,0,Premium Customers
